,away_defensive_rating,away_effective_field_goal_percentage,away_free_throw_attempt_rate,away_offensive_rating,away_three_point_field_goal_percentage,away_total_rebound_percentage,away_true_shooting_percentage,away_turnover_percentage,away_win_percentage,date,home_defensive_rating,home_effective_field_goal_percentage,home_free_throw_attempt_rate,home_free_throw_percentage,home_offensive_rating,home_three_point_field_goal_percentage,home_total_rebound_percentage,home_true_shooting_percentage,home_turnover_percentage,home_wins,location,losing_abbr,losing_name,pace,winning_abbr,winning_name,team_name,conf,boxscore,Unnamed: 0.1,winner,home_team,away_team
13013,106.7,0.5529999999999999,0.228,94.7,0.379,44.6,0.562,20.3,0.14300000000000002,"January 21, 2019",94.7,0.6,0.455,0.56,106.7,0.353,55.4,0.598,14.3,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",COPPIN-STATE,Coppin State,75.0,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-01-21-19-north-carolina-at,2019-01-21-19-north-carolina-at,Home,NORTH-CAROLINA-AT,COPPIN-STATE
13015,106.7,0.5529999999999999,0.228,94.7,0.379,44.6,0.562,20.3,0.14300000000000002,"January 21, 2019",94.7,0.6,0.455,0.56,106.7,0.353,55.4,0.598,14.3,10,"Ellis Corbett Sports Center, Greensboro, North Carolina",COPPIN-STATE,Coppin State,75.0,NORTH-CAROLINA-AT,North Carolina A&T,Coppin State,meac,2019-01-21-19-north-carolina-at,2019-01-21-19-north-carolina-at,Home,NORTH-CAROLINA-AT,COPPIN-STATE
13017,75.0,0.448,0.208,79.7,0.318,37.7,0.483,18.6,0.55,"January 26, 2019",79.7,0.377,0.123,0.7140000000000001,75.0,0.136,62.3,0.398,23.1,9,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,63.5,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-01-26-16-north-carolina-central,2019-01-26-16-north-carolina-central,Away,NORTH-CAROLINA-AT,NORTH-CAROLINA-CENTRAL
13019,75.0,0.448,0.208,79.7,0.318,37.7,0.483,18.6,0.55,"January 26, 2019",79.7,0.377,0.123,0.7140000000000001,75.0,0.136,62.3,0.398,23.1,9,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,63.5,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina Central,meac,2019-01-26-16-north-carolina-central,2019-01-26-16-north-carolina-central,Away,NORTH-CAROLINA-AT,NORTH-CAROLINA-CENTRAL
13021,101.6,0.315,0.241,62.9,0.095,46.7,0.324,17.9,0.524,"February 2, 2019",62.9,0.58,0.2,0.5,101.6,0.4,53.3,0.575,18.1,9,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-AT,North Carolina A&T,62.0,FLORIDA-AM,Florida A&M,North Carolina A&T,meac,2019-02-02-16-florida-am,2019-02-02-16-florida-am,Home,FLORIDA-AM,NORTH-CAROLINA-AT
13023,101.6,0.315,0.241,62.9,0.095,46.7,0.324,17.9,0.524,"February 2, 2019",62.9,0.58,0.2,0.5,101.6,0.4,53.3,0.575,18.1,9,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-AT,North Carolina A&T,62.0,FLORIDA-AM,Florida A&M,Florida A&M,meac,2019-02-02-16-florida-am,2019-02-02-16-florida-am,Home,FLORIDA-AM,NORTH-CAROLINA-AT
13025,104.5,0.395,0.298,80.3,0.227,39.4,0.407,15.7,0.5,"February 4, 2019",80.3,0.535,0.298,0.471,104.5,0.313,60.6,0.53,16.8,10,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-AT,North Carolina A&T,65.6,BETHUNE-COOKMAN,Bethune-Cookman,North Carolina A&T,meac,2019-02-04-19-bethune-cookman,2019-02-04-19-bethune-cookman,Home,BETHUNE-COOKMAN,NORTH-CAROLINA-AT
13027,104.5,0.395,0.298,80.3,0.227,39.4,0.407,15.7,0.5,"February 4, 2019",80.3,0.535,0.298,0.471,104.5,0.313,60.6,0.53,16.8,10,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-AT,North Carolina A&T,65.6,BETHUNE-COOKMAN,Bethune-Cookman,Bethune-Cookman,meac,2019-02-04-19-bethune-cookman,2019-02-04-19-bethune-cookman,Home,BETHUNE-COOKMAN,NORTH-CAROLINA-AT
13029,110.8,0.275,0.211,70.3,0.13,43.5,0.333,11.4,0.174,"February 9, 2019",70.3,0.565,0.32299999999999995,0.6,110.8,0.364,56.5,0.573,13.4,12,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,74.3,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-02-09-16-north-carolina-at,2019-02-09-16-north-carolina-at,Home,NORTH-CAROLINA-AT,DELAWARE-STATE
13031,110.8,0.275,0.211,70.3,0.13,43.5,0.333,11.4,0.174,"February 9, 2019",70.3,0.565,0.32299999999999995,0.6,110.8,0.364,56.5,0.573,13.4,12,"Ellis Corbett Sports Center, Greensboro, North Carolina",DELAWARE-STATE,Delaware State,74.3,NORTH-CAROLINA-AT,North Carolina A&T,Delaware State,meac,2019-02-09-16-north-carolina-at,2019-02-09-16-north-carolina-at,Home,NORTH-CAROLINA-AT,DELAWARE-STATE
13033,94.0,0.462,0.358,92.5,0.35,47.3,0.5,19.6,0.241,"February 23, 2019",92.5,0.5670000000000001,0.115,0.667,94.0,0.313,52.7,0.574,26.8,15,"Ellis Corbett Sports Center, Greensboro, North Carolina",SOUTH-CAROLINA-STATE,South Carolina State,66.9,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-02-23-16-north-carolina-at,2019-02-23-16-north-carolina-at,Home,NORTH-CAROLINA-AT,SOUTH-CAROLINA-STATE
13035,94.0,0.462,0.358,92.5,0.35,47.3,0.5,19.6,0.241,"February 23, 2019",92.5,0.5670000000000001,0.115,0.667,94.0,0.313,52.7,0.574,26.8,15,"Ellis Corbett Sports Center, Greensboro, North Carolina",SOUTH-CAROLINA-STATE,South Carolina State,66.9,NORTH-CAROLINA-AT,North Carolina A&T,South Carolina State,meac,2019-02-23-16-north-carolina-at,2019-02-23-16-north-carolina-at,Home,NORTH-CAROLINA-AT,SOUTH-CAROLINA-STATE
13037,85.1,0.431,0.224,78.4,0.313,41.4,0.452,21.1,0.35700000000000004,"February 25, 2019",78.4,0.424,0.322,0.684,85.1,0.19,58.6,0.463,19.2,16,"Ellis Corbett Sports Center, Greensboro, North Carolina",SAVANNAH-STATE,Savannah State,74.1,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-02-25-19-north-carolina-at,2019-02-25-19-north-carolina-at,Home,NORTH-CAROLINA-AT,SAVANNAH-STATE
13039,85.1,0.431,0.224,78.4,0.313,41.4,0.452,21.1,0.35700000000000004,"February 25, 2019",78.4,0.424,0.322,0.684,85.1,0.19,58.6,0.463,19.2,16,"Ellis Corbett Sports Center, Greensboro, North Carolina",SAVANNAH-STATE,Savannah State,74.1,NORTH-CAROLINA-AT,North Carolina A&T,Savannah State,meac,2019-02-25-19-north-carolina-at,2019-02-25-19-north-carolina-at,Home,NORTH-CAROLINA-AT,SAVANNAH-STATE
13041,91.3,0.316,0.14,60.9,0.19,44.4,0.345,21.9,0.3670000000000001,"March 2, 2019",60.9,0.5,0.34600000000000003,0.611,91.3,0.2,55.6,0.52,18.9,17,"Ellis Corbett Sports Center, Greensboro, North Carolina",FLORIDA-AM,Florida A&M,68.7,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-03-02-16-north-carolina-at,2019-03-02-16-north-carolina-at,Home,NORTH-CAROLINA-AT,FLORIDA-AM
13043,91.3,0.316,0.14,60.9,0.19,44.4,0.345,21.9,0.3670000000000001,"March 2, 2019",60.9,0.5,0.34600000000000003,0.611,91.3,0.2,55.6,0.52,18.9,17,"Ellis Corbett Sports Center, Greensboro, North Carolina",FLORIDA-AM,Florida A&M,68.7,NORTH-CAROLINA-AT,North Carolina A&T,Florida A&M,meac,2019-03-02-16-north-carolina-at,2019-03-02-16-north-carolina-at,Home,NORTH-CAROLINA-AT,FLORIDA-AM
13045,112.1,0.386,0.246,78.8,0.24,50.0,0.408,18.1,0.5,"March 7, 2019",78.8,0.5579999999999999,0.25,0.467,112.1,0.412,50.0,0.551,8.3,18,"Ellis Corbett Sports Center, Greensboro, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,65.9,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-03-07-19-north-carolina-at,2019-03-07-19-north-carolina-at,Home,NORTH-CAROLINA-AT,NORTH-CAROLINA-CENTRAL
13047,112.1,0.386,0.246,78.8,0.24,50.0,0.408,18.1,0.5,"March 7, 2019",78.8,0.5579999999999999,0.25,0.467,112.1,0.412,50.0,0.551,8.3,18,"Ellis Corbett Sports Center, Greensboro, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,65.9,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina Central,meac,2019-03-07-19-north-carolina-at,2019-03-07-19-north-carolina-at,Home,NORTH-CAROLINA-AT,NORTH-CAROLINA-CENTRAL
13049,102.5,0.482,0.618,98.8,0.36,49.3,0.555,20.5,0.242,"March 13, 2019",98.8,0.453,0.253,0.737,102.5,0.48,50.7,0.488,12.6,19,"Norfolk Scope, Norfolk, Virginia",COPPIN-STATE,Coppin State,71.2,NORTH-CAROLINA-AT,North Carolina A&T,North Carolina A&T,meac,2019-03-13-20-north-carolina-at,2019-03-13-20-north-carolina-at,Home,NORTH-CAROLINA-AT,COPPIN-STATE
13051,102.5,0.482,0.618,98.8,0.36,49.3,0.555,20.5,0.242,"March 13, 2019",98.8,0.453,0.253,0.737,102.5,0.48,50.7,0.488,12.6,19,"Norfolk Scope, Norfolk, Virginia",COPPIN-STATE,Coppin State,71.2,NORTH-CAROLINA-AT,North Carolina A&T,Coppin State,meac,2019-03-13-20-north-carolina-at,2019-03-13-20-north-carolina-at,Home,NORTH-CAROLINA-AT,COPPIN-STATE
13053,101.6,0.5,0.521,104.8,0.429,49.2,0.5429999999999999,14.5,0.531,"March 15, 2019",104.8,0.5,0.417,0.75,101.6,0.267,50.8,0.5479999999999999,17.4,19,"Norfolk Scope, Norfolk, Virginia",NORTH-CAROLINA-AT,North Carolina A&T,62.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina A&T,meac,2019-03-15-20-north-carolina-at,2019-03-15-20-north-carolina-at,Away,NORTH-CAROLINA-CENTRAL,NORTH-CAROLINA-AT
13055,101.6,0.5,0.521,104.8,0.429,49.2,0.5429999999999999,14.5,0.531,"March 15, 2019",104.8,0.5,0.417,0.75,101.6,0.267,50.8,0.5479999999999999,17.4,19,"Norfolk Scope, Norfolk, Virginia",NORTH-CAROLINA-AT,North Carolina A&T,62.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-03-15-20-north-carolina-at,2019-03-15-20-north-carolina-at,Away,NORTH-CAROLINA-CENTRAL,NORTH-CAROLINA-AT
13057,101.4,0.364,0.273,72.9,0.222,53.3,0.41,24.5,0.0,"November 9, 2018",72.9,0.56,0.42,0.7140000000000001,101.4,0.37,46.7,0.5920000000000001,15.7,2,"Littlejohn Coliseum, Clemson, South Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,69.6,CLEMSON,Clemson,North Carolina Central,meac,2018-11-09-19-clemson,2018-11-09-19-clemson,Home,CLEMSON,NORTH-CAROLINA-CENTRAL
13059,101.4,0.364,0.273,72.9,0.222,53.3,0.41,24.5,0.0,"November 9, 2018",72.9,0.56,0.42,0.7140000000000001,101.4,0.37,46.7,0.5920000000000001,15.7,2,"Littlejohn Coliseum, Clemson, South Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,69.6,CLEMSON,Clemson,Clemson,acc,2018-11-09-19-clemson,2018-11-09-19-clemson,Home,CLEMSON,NORTH-CAROLINA-CENTRAL
13061,119.7,0.447,0.255,83.6,0.471,46.9,0.484,21.1,0.0,"November 13, 2018",83.6,0.632,0.226,0.5,119.7,0.35700000000000004,53.1,0.622,15.9,1,"Fifth Third Arena, Cincinnati, Ohio",NORTH-CAROLINA-CENTRAL,North Carolina Central,61.2,CINCINNATI,Cincinnati,North Carolina Central,meac,2018-11-13-19-cincinnati,2018-11-13-19-cincinnati,Home,CINCINNATI,NORTH-CAROLINA-CENTRAL
13063,119.7,0.447,0.255,83.6,0.471,46.9,0.484,21.1,0.0,"November 13, 2018",83.6,0.632,0.226,0.5,119.7,0.35700000000000004,53.1,0.622,15.9,1,"Fifth Third Arena, Cincinnati, Ohio",NORTH-CAROLINA-CENTRAL,North Carolina Central,61.2,CINCINNATI,Cincinnati,Cincinnati,aac,2018-11-13-19-cincinnati,2018-11-13-19-cincinnati,Home,CINCINNATI,NORTH-CAROLINA-CENTRAL
13065,117.2,0.509,0.123,93.8,0.385,52.2,0.4970000000000001,18.9,0.0,"November 15, 2018",93.8,0.561,0.298,0.647,117.2,0.353,47.8,0.5760000000000001,8.5,2,"Stroh Center, Bowling Green, Ohio",NORTH-CAROLINA-CENTRAL,North Carolina Central,64.2,BOWLING-GREEN-STATE,Bowling Green State,North Carolina Central,meac,2018-11-15-19-bowling-green-state,2018-11-15-19-bowling-green-state,Home,BOWLING-GREEN-STATE,NORTH-CAROLINA-CENTRAL
13067,117.2,0.509,0.123,93.8,0.385,52.2,0.4970000000000001,18.9,0.0,"November 15, 2018",93.8,0.561,0.298,0.647,117.2,0.353,47.8,0.5760000000000001,8.5,2,"Stroh Center, Bowling Green, Ohio",NORTH-CAROLINA-CENTRAL,North Carolina Central,64.2,BOWLING-GREEN-STATE,Bowling Green State,Bowling Green State,mac,2018-11-15-19-bowling-green-state,2018-11-15-19-bowling-green-state,Home,BOWLING-GREEN-STATE,NORTH-CAROLINA-CENTRAL
13069,148.2,0.429,0.19,68.7,0.28600000000000003,29.2,0.415,24.4,0.0,"November 18, 2018",68.7,0.75,0.329,0.7829999999999999,148.2,0.607,70.8,0.76,18.3,1,"McLendon-McDougald Gym, Durham, North Carolina","Warren Wilson
			","Warren Wilson
			",83.3,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2018-11-18-14-north-carolina-central,2018-11-18-14-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,"Warren Wilson
			"
13070,109.2,0.5920000000000001,0.612,127.7,0.429,57.4,0.6559999999999999,17.3,0.28600000000000003,"November 24, 2018",127.7,0.536,0.29100000000000004,0.75,109.2,0.35700000000000004,42.6,0.5670000000000001,17.3,0,"The Arena, Niceville, Florida",SOUTHERN,Southern,65.4,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2018-11-24-11-southern,2018-11-24-11-southern,Away,NORTH-CAROLINA-CENTRAL,SOUTHERN
13072,109.2,0.5920000000000001,0.612,127.7,0.429,57.4,0.6559999999999999,17.3,0.28600000000000003,"November 24, 2018",127.7,0.536,0.29100000000000004,0.75,109.2,0.35700000000000004,42.6,0.5670000000000001,17.3,0,"The Arena, Niceville, Florida",SOUTHERN,Southern,65.4,NORTH-CAROLINA-CENTRAL,North Carolina Central,Southern,swac,2018-11-24-11-southern,2018-11-24-11-southern,Away,NORTH-CAROLINA-CENTRAL,SOUTHERN
13074,127.9,0.523,0.227,59.3,0.421,40.4,0.523,43.3,0.0,"November 28, 2018",59.3,0.618,0.333,0.875,127.9,0.263,59.6,0.659,12.7,3,"McLendon-McDougald Gym, Durham, North Carolina","Christendom
			","Christendom
			",85.6,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2018-11-28-19-north-carolina-central,2018-11-28-19-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,"Christendom
			"
13075,100.0,0.529,0.275,94.2,0.333,55.1,0.564,23.9,0.333,"December 16, 2018",94.2,0.522,0.5429999999999999,0.84,100.0,0.421,44.9,0.596,23.0,6,"The HTC Center, Conway, South Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,69.3,COASTAL-CAROLINA,Coastal Carolina,North Carolina Central,meac,2018-12-16-14-coastal-carolina,2018-12-16-14-coastal-carolina,Home,COASTAL-CAROLINA,NORTH-CAROLINA-CENTRAL
13077,100.0,0.529,0.275,94.2,0.333,55.1,0.564,23.9,0.333,"December 16, 2018",94.2,0.522,0.5429999999999999,0.84,100.0,0.421,44.9,0.596,23.0,6,"The HTC Center, Conway, South Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,69.3,COASTAL-CAROLINA,Coastal Carolina,Coastal Carolina,sun-belt,2018-12-16-14-coastal-carolina,2018-12-16-14-coastal-carolina,Home,COASTAL-CAROLINA,NORTH-CAROLINA-CENTRAL
13079,102.8,0.644,0.17800000000000002,90.3,0.462,41.2,0.6659999999999999,33.1,0.308,"December 19, 2018",90.3,0.541,0.311,0.421,102.8,0.4,58.8,0.528,20.6,8,"Chaifetz Arena, St. Louis, Missouri",NORTH-CAROLINA-CENTRAL,North Carolina Central,71.9,SAINT-LOUIS,Saint Louis,North Carolina Central,meac,2018-12-19-20-saint-louis,2018-12-19-20-saint-louis,Home,SAINT-LOUIS,NORTH-CAROLINA-CENTRAL
13081,102.8,0.644,0.17800000000000002,90.3,0.462,41.2,0.6659999999999999,33.1,0.308,"December 19, 2018",90.3,0.541,0.311,0.421,102.8,0.4,58.8,0.528,20.6,8,"Chaifetz Arena, St. Louis, Missouri",NORTH-CAROLINA-CENTRAL,North Carolina Central,71.9,SAINT-LOUIS,Saint Louis,Saint Louis,atlantic-10,2018-12-19-20-saint-louis,2018-12-19-20-saint-louis,Home,SAINT-LOUIS,NORTH-CAROLINA-CENTRAL
13083,112.3,0.305,0.219,54.3,0.208,40.7,0.311,25.5,0.0,"December 30, 2018",54.3,0.493,0.307,0.7390000000000001,112.3,0.091,59.3,0.53,12.4,5,"McLendon-McDougald Gym, Durham, North Carolina","Wilberforce
			","Wilberforce
			",81.3,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2018-12-30-14-north-carolina-central,2018-12-30-14-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,"Wilberforce
			"
13084,89.5,0.42,0.375,77.6,0.278,55.2,0.447,24.4,0.333,"January 5, 2019",77.6,0.472,0.444,0.708,89.5,0.17600000000000002,44.8,0.52,17.8,6,"McLendon-McDougald Gym, Durham, North Carolina",BETHUNE-COOKMAN,Bethune-Cookman,76.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-01-05-16-north-carolina-central,2019-01-05-16-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,BETHUNE-COOKMAN
13086,89.5,0.42,0.375,77.6,0.278,55.2,0.447,24.4,0.333,"January 5, 2019",77.6,0.472,0.444,0.708,89.5,0.17600000000000002,44.8,0.52,17.8,6,"McLendon-McDougald Gym, Durham, North Carolina",BETHUNE-COOKMAN,Bethune-Cookman,76.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,Bethune-Cookman,meac,2019-01-05-16-north-carolina-central,2019-01-05-16-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,BETHUNE-COOKMAN
13088,104.5,0.57,0.38,106.0,0.3,64.0,0.601,20.4,0.471,"January 14, 2019",106.0,0.508,0.183,0.818,104.5,0.36,36.0,0.537,11.0,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,67.1,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-01-14-19-delaware-state,2019-01-14-19-delaware-state,Away,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
13090,104.5,0.57,0.38,106.0,0.3,64.0,0.601,20.4,0.471,"January 14, 2019",106.0,0.508,0.183,0.818,104.5,0.36,36.0,0.537,11.0,3,"Memorial Hall, Dover, Delaware",DELAWARE-STATE,Delaware State,67.1,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,2019-01-14-19-delaware-state,2019-01-14-19-delaware-state,Away,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
13092,81.1,0.419,0.274,86.5,0.25,47.9,0.457,15.8,0.15,"January 19, 2019",86.5,0.42,0.339,0.684,81.1,0.294,52.1,0.461,23.7,8,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,73.6,COPPIN-STATE,Coppin State,North Carolina Central,meac,2019-01-19-16-north-carolina-central,2019-01-19-16-north-carolina-central,Away,COPPIN-STATE,NORTH-CAROLINA-CENTRAL
13094,81.1,0.419,0.274,86.5,0.25,47.9,0.457,15.8,0.15,"January 19, 2019",86.5,0.42,0.339,0.684,81.1,0.294,52.1,0.461,23.7,8,"McLendon-McDougald Gym, Durham, North Carolina",NORTH-CAROLINA-CENTRAL,North Carolina Central,73.6,COPPIN-STATE,Coppin State,Coppin State,meac,2019-01-19-16-north-carolina-central,2019-01-19-16-north-carolina-central,Away,COPPIN-STATE,NORTH-CAROLINA-CENTRAL
13096,102.6,0.579,0.456,107.9,0.375,66.1,0.591,19.9,0.476,"January 28, 2019",107.9,0.532,0.258,0.75,102.6,0.28600000000000003,33.9,0.56,11.5,5,"Tiger Arena, Savannah, Georgia",SAVANNAH-STATE,Savannah State,76.0,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-01-28-19-savannah-state,2019-01-28-19-savannah-state,Away,NORTH-CAROLINA-CENTRAL,SAVANNAH-STATE
13098,102.6,0.579,0.456,107.9,0.375,66.1,0.591,19.9,0.476,"January 28, 2019",107.9,0.532,0.258,0.75,102.6,0.28600000000000003,33.9,0.56,11.5,5,"Tiger Arena, Savannah, Georgia",SAVANNAH-STATE,Savannah State,76.0,NORTH-CAROLINA-CENTRAL,North Carolina Central,Savannah State,meac,2019-01-28-19-savannah-state,2019-01-28-19-savannah-state,Away,NORTH-CAROLINA-CENTRAL,SAVANNAH-STATE
13100,100.0,0.34600000000000003,0.415,86.5,0.042,54.2,0.411,19.0,0.455,"February 2, 2019",86.5,0.466,0.4920000000000001,0.655,100.0,0.273,45.8,0.508,14.3,9,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-CENTRAL,North Carolina Central,74.3,BETHUNE-COOKMAN,Bethune-Cookman,North Carolina Central,meac,2019-02-02-16-bethune-cookman,2019-02-02-16-bethune-cookman,Home,BETHUNE-COOKMAN,NORTH-CAROLINA-CENTRAL
13102,100.0,0.34600000000000003,0.415,86.5,0.042,54.2,0.411,19.0,0.455,"February 2, 2019",86.5,0.466,0.4920000000000001,0.655,100.0,0.273,45.8,0.508,14.3,9,"Moore Gymnasium, Daytona Beach, Florida",NORTH-CAROLINA-CENTRAL,North Carolina Central,74.3,BETHUNE-COOKMAN,Bethune-Cookman,Bethune-Cookman,meac,2019-02-02-16-bethune-cookman,2019-02-02-16-bethune-cookman,Home,BETHUNE-COOKMAN,NORTH-CAROLINA-CENTRAL
13104,107.4,0.319,0.534,83.8,0.053,52.4,0.392,14.3,0.435,"February 4, 2019",83.8,0.5770000000000001,0.327,0.765,107.4,0.375,47.6,0.608,20.1,10,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-CENTRAL,North Carolina Central,68.4,FLORIDA-AM,Florida A&M,North Carolina Central,meac,2019-02-04-19-florida-am,2019-02-04-19-florida-am,Home,FLORIDA-AM,NORTH-CAROLINA-CENTRAL
13106,107.4,0.319,0.534,83.8,0.053,52.4,0.392,14.3,0.435,"February 4, 2019",83.8,0.5770000000000001,0.327,0.765,107.4,0.375,47.6,0.608,20.1,10,"Al Lawson Center, Tallahassee, Florida",NORTH-CAROLINA-CENTRAL,North Carolina Central,68.4,FLORIDA-AM,Florida A&M,Florida A&M,meac,2019-02-04-19-florida-am,2019-02-04-19-florida-am,Home,FLORIDA-AM,NORTH-CAROLINA-CENTRAL
13108,122.5,0.343,0.149,73.2,0.14800000000000002,44.9,0.362,16.4,0.16699999999999998,"February 11, 2019",73.2,0.578,0.313,0.65,122.5,0.385,55.1,0.5920000000000001,9.9,12,"McLendon-McDougald Gym, Durham, North Carolina",DELAWARE-STATE,Delaware State,70.6,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-02-11-19-north-carolina-central,2019-02-11-19-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
13110,122.5,0.343,0.149,73.2,0.14800000000000002,44.9,0.362,16.4,0.16699999999999998,"February 11, 2019",73.2,0.578,0.313,0.65,122.5,0.385,55.1,0.5920000000000001,9.9,12,"McLendon-McDougald Gym, Durham, North Carolina",DELAWARE-STATE,Delaware State,70.6,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,2019-02-11-19-north-carolina-central,2019-02-11-19-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
13112,108.3,0.508,0.109,95.8,0.273,51.5,0.512,15.2,0.37,"February 23, 2019",95.8,0.452,0.435,0.815,108.3,0.231,48.5,0.521,11.9,14,"McLendon-McDougald Gym, Durham, North Carolina",SAVANNAH-STATE,Savannah State,71.6,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-02-23-16-north-carolina-central,2019-02-23-16-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,SAVANNAH-STATE
13114,108.3,0.508,0.109,95.8,0.273,51.5,0.512,15.2,0.37,"February 23, 2019",95.8,0.452,0.435,0.815,108.3,0.231,48.5,0.521,11.9,14,"McLendon-McDougald Gym, Durham, North Carolina",SAVANNAH-STATE,Savannah State,71.6,NORTH-CAROLINA-CENTRAL,North Carolina Central,Savannah State,meac,2019-02-23-16-north-carolina-central,2019-02-23-16-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,SAVANNAH-STATE
13116,118.0,0.464,0.309,101.6,0.333,49.1,0.491,13.8,0.233,"February 25, 2019",101.6,0.6629999999999999,0.204,0.7,118.0,0.55,50.9,0.67,20.8,15,"McLendon-McDougald Gym, Durham, North Carolina",SOUTH-CAROLINA-STATE,South Carolina State,61.4,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-02-25-19-north-carolina-central,2019-02-25-19-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,SOUTH-CAROLINA-STATE
13118,118.0,0.464,0.309,101.6,0.333,49.1,0.491,13.8,0.233,"February 25, 2019",101.6,0.6629999999999999,0.204,0.7,118.0,0.55,50.9,0.67,20.8,15,"McLendon-McDougald Gym, Durham, North Carolina",SOUTH-CAROLINA-STATE,South Carolina State,61.4,NORTH-CAROLINA-CENTRAL,North Carolina Central,South Carolina State,meac,2019-02-25-19-north-carolina-central,2019-02-25-19-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,SOUTH-CAROLINA-STATE
13120,113.6,0.385,0.16899999999999998,86.4,0.182,42.9,0.406,10.3,0.194,"March 14, 2019",86.4,0.611,0.241,0.6920000000000001,113.6,0.348,57.1,0.623,20.1,16,"Norfolk Scope, Norfolk, Virginia",DELAWARE-STATE,Delaware State,66.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,North Carolina Central,meac,2019-03-14-18-north-carolina-central,2019-03-14-18-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
13122,113.6,0.385,0.16899999999999998,86.4,0.182,42.9,0.406,10.3,0.194,"March 14, 2019",86.4,0.611,0.241,0.6920000000000001,113.6,0.348,57.1,0.623,20.1,16,"Norfolk Scope, Norfolk, Virginia",DELAWARE-STATE,Delaware State,66.2,NORTH-CAROLINA-CENTRAL,North Carolina Central,Delaware State,meac,2019-03-14-18-north-carolina-central,2019-03-14-18-north-carolina-central,Home,NORTH-CAROLINA-CENTRAL,DELAWARE-STATE
